hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.unscrambleResult	Answer.cost	Answer.difficulty
3NOEP8XAU4GN3VGIUPKPSF2Q1TXPXI	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3NOEP8XAU4GN3VGIUPKPSF2Q1TXPXI	3JWH6J9I9TRJARYYZGKHOD1LSECBNQ	A2KO2QNRIYHOPV	Approved	Sun Mar 27 06:22:22 EDT 2016	Fri Feb 26 05:16:48 EST 2016	Fri Feb 26 05:22:22 EST 2016	Fri Feb 26 15:01:38 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| but ||| , ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| in Jakarta ||| now ||| test ||| positive for HIV ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| , ||| Yoko ||| Ono ||| married John Lennon ||| and ||| campaigned for peace in Vietnam ||| . |||  $$$ Healthy ||| move ||| for ||| Disney ||| ? |||  $$$ Japan ||| welcomes UN resolution on N Korea ||| , ||| eyes further sanction ||| . |||  $$$ Food ||| shortages ||| looming ||| as N Korea faces sanctions ||| . |||  $$$ NK ||| test ||| yet ||| to be confirmed ||| . |||  $$$ The ||| European ||| parliament ||| is ||| the only directly elected EU body ||| . |||  $$$ 	0.01	1
373L46LKP7KLXKED0T0G5P8CWLCKJO	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:37 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:37 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=373L46LKP7KLXKED0T0G5P8CWLCKJO	3IGI0VL648Y3TLN73LP3UX1KZEBNOO	A2NHIKI290Q7ML	Approved	Sun Mar 27 09:47:39 EDT 2016	Fri Feb 26 08:45:11 EST 2016	Fri Feb 26 08:47:39 EST 2016	Fri Feb 26 14:32:32 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| hating ||| on ||| C++ ||| . |||  $$$ Have ||| released ||| prisoners ||| been ||| imprisoned ||| during ||| October ||| 15-16 ||| riots ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ 	0.05	3
38DCH97KHHG78NC8DYKD1BKLVR5QJN	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=38DCH97KHHG78NC8DYKD1BKLVR5QJN	3PIWWX1FJKKT9K5P8A56TU3HR0NJJO	A2NNIHQMEK30FZ	Approved	Sun Mar 27 08:21:34 EDT 2016	Fri Feb 26 07:14:03 EST 2016	Fri Feb 26 07:21:34 EST 2016	Fri Feb 26 15:03:43 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| released ||| prisoners ||| been ||| imprisoned during October 15-16 riots ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| now ||| test ||| positive for HIV ||| in Jakarta ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| , ||| Yoko ||| Ono ||| married John Lennon ||| and ||| campaigned for peace in Vietnam ||| . |||  $$$ Healthy ||| for ||| move ||| Disney ||| ? |||  $$$ Japan ||| welcomes UN resolution on N Korea ||| , ||| eyes further sanction ||| . |||  $$$ Food ||| shortages ||| looming ||| as N Korea faces sanctions ||| . |||  $$$ NK ||| test ||| yet ||| to be confirmed ||| . |||  $$$ The ||| European ||| parliament ||| is ||| the only directly elected EU body ||| . |||  $$$ 	0.03	1
33BFF6QPI1P17665MMRWDTLINV03WS	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#2	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=33BFF6QPI1P17665MMRWDTLINV03WS	3EICBYG645A616ZJYIOK6QQM1GMCJB	A2OECH4E1V7MIP	Approved	Sun Mar 27 09:36:58 EDT 2016	Fri Feb 26 08:32:21 EST 2016	Fri Feb 26 08:36:58 EST 2016	Fri Feb 26 14:51:09 EST 2016					Has ||| the war ||| ended ||| , ||| after ||| a ||| US ||| Congressman ||| , ||| Jones ||| visited ||| Iraq ||| ? |||  $$$ EB ||| Games ||| opens ||| Zune ||| pre-orders ||| , ||| disses ||| Jobs ||| . |||  $$$ My ||| crop ||| is ||| infected ||| with ||| cabbage ||| wilt ||| . |||  $$$ Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| . |||  $$$ 	0.03	2
31HLTCK4BL9PMTIORRTKALRDKR3GV3	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=31HLTCK4BL9PMTIORRTKALRDKR3GV3	3WAKVUDHUXU935FHJ0KNX67JHK9U7A	A2S4BU23GT93ZD	Approved	Sun Mar 27 04:45:10 EDT 2016	Fri Feb 26 03:37:24 EST 2016	Fri Feb 26 03:45:10 EST 2016	Fri Feb 26 14:42:18 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| on ||| hating ||| C++ ||| . |||  $$$ Have ||| released ||| prisoners ||| been ||| imprisoned ||| during ||| October ||| 15-16 ||| riots ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| fat ||| , ||| calories ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| wide ||| variety ||| of ||| conditions ||| and ||| habitats ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| has ||| sat ||| out ||| so ||| long ||| it ||| started ||| to ||| wilt ||| . |||  $$$ Cook ||| hamburger ||| , ||| pasta ||| , ||| and ||| sausage ||| for ||| dinner ||| . |||  $$$ Was ||| bin ||| Laden ||| behind ||| the ||| September ||| 11 ||| attacks ||| ? |||  $$$ 	0.05	3
3Y3N5A7N4GN6IX9F75EZUPF4YUGMYP	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3Y3N5A7N4GN6IX9F75EZUPF4YUGMYP	3R9WASFE20U34XOX76H72QZFHRQFZ9	A2S75O867RJG0I	Approved	Sun Mar 27 09:31:27 EDT 2016	Fri Feb 26 08:30:04 EST 2016	Fri Feb 26 08:31:27 EST 2016	Fri Feb 26 14:45:44 EST 2016						0.05	2
3EQVJH0T40ZO9X9A62BNU3FT260THZ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3EQVJH0T40ZO9X9A62BNU3FT260THZ	3YGXWBAF71VGYOGYVB1G0O13JI6C4S	A2STO4PLX3SGVL	Approved	Sun Mar 27 03:11:12 EDT 2016	Fri Feb 26 01:53:56 EST 2016	Fri Feb 26 02:11:12 EST 2016	Fri Feb 26 14:37:34 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ 	0.03	3
3K3G488TR2MZ1OXNOWGJ011GDQ9Q50	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:36 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:36 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3K3G488TR2MZ1OXNOWGJ011GDQ9Q50	3SLE99ER0ORDRGCH24VBJ08U2TYBZN	A2T92HDGKGJH37	Approved	Sun Mar 27 09:47:19 EDT 2016	Fri Feb 26 08:34:16 EST 2016	Fri Feb 26 08:47:19 EST 2016	Fri Feb 26 14:35:07 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| on ||| hating ||| C++ ||| . |||  $$$ Have ||| 15-16 ||| imprisoned ||| prisoners ||| been ||| released ||| during ||| October ||| riots ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ EB ||| Games ||| opens ||| pre-orders ||| , ||| Jobs ||| disses ||| Zune ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| fat ||| , ||| calories ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| wide ||| variety ||| of ||| habitats ||| and ||| conditions ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| sat ||| out ||| so ||| long ||| it ||| has ||| started ||| to ||| wilt ||| . |||  $$$ Cook ||| hamburger ||| , ||| sausage ||| , ||| and ||| pasta ||| for ||| dinner ||| . |||  $$$ Was ||| bin ||| Laden ||| behind ||| the ||| September ||| 11 ||| attacks ||| ? |||  $$$ 	0.03	3
3RSBJ6YZEC4OI9DWFV1OX8XTNJ6OFA	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#1	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3RSBJ6YZEC4OI9DWFV1OX8XTNJ6OFA	3G0WWMR1UWY6EX0NIYH7J2WKEFTNQW	A2VU3RYUF022O4	Approved	Sun Mar 27 09:46:10 EDT 2016	Fri Feb 26 08:45:35 EST 2016	Fri Feb 26 08:46:10 EST 2016	Fri Feb 26 15:00:05 EST 2016						0.05	1
374UMBUHN53XSPYUKAXMJCIDPEVTCQ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=374UMBUHN53XSPYUKAXMJCIDPEVTCQ	38JBBYETQPOVVM0CR27BQC164V9E4F	A2WVH84QT97HX2	Approved	Sun Mar 27 09:48:50 EDT 2016	Fri Feb 26 08:38:55 EST 2016	Fri Feb 26 08:48:50 EST 2016	Fri Feb 26 15:00:19 EST 2016						0.01	1
3AFT28WXLFG8S0FMG37905AL3BYOI1	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:37 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:37 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3AFT28WXLFG8S0FMG37905AL3BYOI1	3TXD01ZLD5VCKIXYH2MGUUN9QJ2U4B	A3660MNQ6IU18Y	Approved	Sun Mar 27 10:02:40 EDT 2016	Fri Feb 26 08:32:49 EST 2016	Fri Feb 26 09:02:40 EST 2016	Fri Feb 26 14:34:58 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| hating ||| on ||| C++ ||| . |||  $$$ Have ||| released ||| prisoners ||| been ||| imprisoned ||| during ||| October ||| 15-16 ||| riots ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| fat ||| , ||| calories ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| wide ||| variety ||| of ||| conditions ||| and ||| habitats ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| sat ||| out ||| long ||| so ||| it ||| has ||| started ||| to ||| wilt ||| . |||  $$$ Cook ||| hamburger ||| , ||| sausage ||| , ||| and ||| pasta ||| for ||| dinner ||| . |||  $$$ Was ||| bin ||| Laden ||| behind ||| the ||| September ||| 11 ||| attacks ||| ? |||  $$$ He ||| slanted ||| inside ||| , ||| broke ||| toward ||| the ||| corner ||| and ||| caught ||| the ||| scoring ||| pass ||| before ||| being ||| pushed ||| into ||| a ||| snowbank ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was ||| chewing ||| gum ||| . |||  $$$ Have ||| Ms. ||| Currie ||| 's ||| lawyers ||| stated ||| she ||| 's ||| not ||| aware ||| of ||| any ||| unethical ||| conduct ||| ? |||  $$$ Do ||| n't ||| sleep ||| in ||| the ||| subway ||| , ||| darling ||| . |||  $$$ Humans ||| have ||| an ||| erect ||| body ||| carriage ||| that ||| frees ||| their ||| upper ||| limbs ||| for ||| manipulating objects ||| and ||| using tools ||| . |||  $$$ Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| . |||  $$$ My ||| dog ||| ate ||| a ||| pumpkin ||| pie ||| last ||| Thanksgiving ||| . |||  $$$ Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in ||| US ||| book |||  $$$ The ||| baby ||| learned ||| to ||| walk ||| , ||| crawl ||| , ||| and ||| then ||| talk ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was ||| chewing ||| a ||| bone ||| . |||  $$$ Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| . |||  $$$ Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the ||| war ||| ended ||| ? |||  $$$ Has ||| the ||| concentration ||| of ||| toxic ||| agents ||| in ||| marine ||| burials ||| of ||| chemical ||| weapons ||| increased ||| prior ||| to ||| 1999 ||| ? |||  $$$ The ||| restaurant ||| serves ||| great ||| flounder ||| , ||| but ||| their ||| oysters ||| leave ||| something ||| to ||| be ||| desired ||| . |||  $$$ Remove ||| the ||| spacer ||| between ||| the ||| shaft ||| and ||| the ||| ! ||| lever |||  $$$ 	0.05	3
3M7OI89LVY2RQRNIOXPT82QZ56K6CS	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:37 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#3	3600	2592000	Sun Feb 28 01:22:37 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3M7OI89LVY2RQRNIOXPT82QZ56K6CS	3V0Z7YWSIZE2UJ7BIEDXX1SUKC9V2Z	A366JCV00ETS7V	Approved	Sun Mar 27 08:28:11 EDT 2016	Fri Feb 26 07:19:26 EST 2016	Fri Feb 26 07:28:11 EST 2016	Fri Feb 26 14:34:31 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Torvalds ||| wrote ||| a ||| famous ||| rant ||| on ||| hating ||| Linus ||| C++ ||| . |||  $$$ imprisoned ||| riots ||| during ||| October ||| 15-16 ||| prisoners ||| Have ||| been ||| released ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ 	0.01	3
38Z7YZ2SB3GBDCS2VGZDPA5LICGQIB	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=38Z7YZ2SB3GBDCS2VGZDPA5LICGQIB	3VSOLARPKCNTIUQRJDM6OT8PZYY39A	A36E1O48KQ6OP0	Approved	Sun Mar 27 09:50:54 EDT 2016	Fri Feb 26 08:46:23 EST 2016	Fri Feb 26 08:50:54 EST 2016	Fri Feb 26 15:03:38 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| but ||| , ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ 	0.03	1
32TZXEA1OLYTO196PC7UU8NU5IN41F	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:36 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#3	3600	2592000	Sun Feb 28 01:22:36 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=32TZXEA1OLYTO196PC7UU8NU5IN41F	3GNCZX450J1EU25J9HXDXRMAAC6PAL	A377LTGWJKY2IW	Approved	Sun Mar 27 09:36:05 EDT 2016	Fri Feb 26 08:35:37 EST 2016	Fri Feb 26 08:36:05 EST 2016	Fri Feb 26 15:05:54 EST 2016						0.05	3
3PUV2Q8SV4I71VARKK1C3OU9477BDI	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3PUV2Q8SV4I71VARKK1C3OU9477BDI	3DZQRBDBSMTBN9MQSJMX5ODFRMN3SL	A380UHUZALSNIL	Approved	Sun Mar 27 10:14:09 EDT 2016	Fri Feb 26 08:51:08 EST 2016	Fri Feb 26 09:14:09 EST 2016	Fri Feb 26 14:37:13 EST 2016					Has ||| a ||| US ||| Congressman ||| , ||| Jones ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ? |||  $$$ Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| . |||  $$$ My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| . |||  $$$ Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| . |||  $$$ Laptop ||| battery ||| recall ||| saga ||| : ||| Sony ||| joins ||| in ||| . |||  $$$ Do ||| n't ||| use ||| the ||| cattle ||| prod ||| on ||| the giraffe ||| ! |||  $$$ How ||| old ||| is ||| your ||| cousin ||| ? |||  $$$ Put ||| the ||| truck ||| tire ||| on ||| the ||| pallet ||| . |||  $$$ Which ||| blouse ||| do ||| you ||| like ||| ? |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating a rupee coin ||| . |||  $$$ Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| . |||  $$$ 'T ||| was ||| a ||| dark ||| and ||| stormy ||| night ||| . |||  $$$ I ||| was ||| lax ||| about ||| bramble pruning ||| before ||| that ||| wake up ||| call ||| . |||  $$$ Stanford ||| is ||| located ||| in ||| California ||| . |||  $$$ A ||| third ||| of ||| the ||| money ||| is ||| mine ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was chewing gum ||| . |||  $$$ The ||| cat ||| bit ||| the ||| dog ||| . |||  $$$ I ||| got ||| a ||| premium ||| membership ||| from ||| 24 ||| Fitness ||| Hour ||| . |||  $$$ He ||| has ||| fallen ||| in ||| love ||| with ||| arrowroot ||| milk ||| biscuits ||| . |||  $$$ Has ||| the ||| concentration ||| of ||| toxic agents ||| in marine burials of chemical weapons ||| increased ||| prior ||| to ||| 1999 ||| ? |||  $$$ UN ||| peacekeepers ||| have ||| been ||| ineffective ||| in ||| Sudan ||| . |||  $$$ Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in US book |||  $$$ Does ||| homeowners ||| insurance ||| cover ||| tornadoes ||| ? |||  $$$ Get ||| me ||| the ||| book ||| on ||| the coffee table ||| . |||  $$$ Hey ||| , ||| dog ||| , ||| eat ||| your ||| bananas ||| . |||  $$$ Why ||| did ||| n't ||| you ||| take ||| Australia-Asia ||| Airline ||| ? |||  $$$ US ||| stock ||| edge ||| higher ||| ; ||| focus ||| in ||| futures ||| earnings ||| . |||  $$$ Another ||| boss ||| bites ||| dust ||| in ||| options ||| scandal ||| . |||  $$$ Heavy ||| fighting ||| rocked ||| Najaf ||| again ||| Monday ||| . |||  $$$ The ||| lettuce ||| has ||| sat ||| out ||| so ||| long ||| it started to wilt ||| . |||  $$$ 	0.05	2
